#step <0 0.5 1 >1 count
0 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 2.985983715234374e+16 2.985983715234374e+16
10 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 2.985943136132812e+16 2.985943136132812e+16
20 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 2.985764762109374e+16 2.985764762109374e+16
30 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 2.985572935546874e+16 2.985572935546874e+16
40 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 2.985472761328124e+16 2.985472761328124e+16
50 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 2.985369876562500e+16 2.985369876562500e+16
60 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 2.985183265429687e+16 2.985183265429687e+16
70 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 2.984988322265624e+16 2.984988322265624e+16
80 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 2.984941968750000e+16 2.984941968750000e+16
90 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 2.984763215039062e+16 2.984763215039062e+16
100 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 2.984762719335937e+16 2.984762719335937e+16
